0,0.0,30.335170362335166
1,0.5,30.924694154176624
2,1.0,31.588648056311534
3,1.5,32.330911317887654
4,2.0,33.155754066247944
5,2.5,34.06803138474837
6,3.0,35.07316167084184
7,3.5,36.17739573430002
8,4.0,37.387725204048465
9,4.5,38.71209258577668
10,5.0,40.15982912881649
11,5.5,41.74092257983232
12,6.0,43.467835849605
13,6.5,45.35406942985504
14,7.0,47.415647410113216
15,7.5,49.6714442976309
16,8.0,52.14238505642881
17,8.5,54.85503710363115
18,9.0,57.83813698513293
19,9.5,61.12871708013416
20,10.0,64.76866676869399
21,10.5,68.81013933170702
22,11.0,73.31606261984335
23,11.5,78.36314320547808
24,12.0,84.04878095231302
25,12.5,90.49180308723734
26,13.0,97.84928995358263
27,13.5,106.3170992308287
28,14.0,113.19572717142704
29,14.5,116.01953636645477
30,15.0,118.8123046902303
31,15.5,121.56898761542692
32,16.0,124.28708452870222
33,16.5,126.96187007814993
34,17.0,129.59027594328836
35,17.5,132.16793257542304
36,18.0,134.6912116447799
37,18.5,137.15605095212038
38,19.0,139.5583483563892
39,19.5,141.89423938199084
40,20.0,144.15928824877227
41,20.5,146.3496826505657
42,21.0,148.46082244201648
43,21.5,150.4887693376295
44,22.0,152.42899868838435
45,22.5,154.27728383625345
46,23.0,156.0292157526013
47,23.5,157.6803752492175
48,24.0,159.2263474309564
49,24.5,160.6626981471406
50,25.0,161.9848996010773
51,25.5,163.18862810927175
52,26.0,164.2692041772767
53,26.5,165.222477242153
54,27.0,166.04369389762147
55,27.5,166.37941311209772
56,28.0,161.2427439122759
57,28.5,156.38063634848265
58,29.0,151.77504777165538
59,29.5,147.40773606365852
60,30.0,143.26344038435175
61,30.5,139.3273744864591
62,31.0,135.58658770114215
63,31.5,132.02894005074387
64,32.0,128.64342364518424
65,32.5,125.41994074734758
66,33.0,122.34912854456212
67,33.5,119.42247951153163
68,34.0,116.63202943054186
69,34.5,113.9705223318958
70,35.0,111.43118468626075
71,35.5,109.00775853889677
72,36.0,106.69448297574617
73,36.5,104.48590868019623
74,37.0,102.37713302019992
75,37.5,100.3633743697003
76,38.0,98.44045351395816
77,38.5,96.60415203964344
78,39.0,94.85089574937568
79,39.5,93.17695224142119
80,40.0,91.57924828510158
81,40.5,90.05448042642465
82,41.0,88.59997894919783
83,41.5,87.21284560577976
84,42.0,85.89070773585509
